gloss,path
BATONROUGE,media/SG ASL Dictionary/ASL B/SG ASL Baton Rouge 1 2024-2-7 Upload/Documentation/SG ASL Baton Rouge 1 2024-2-7 CC.mp4
BEAUTY2024224,media/SG ASL Dictionary/ASL B/SG ASL Beauty 2024-2-24 Upload/Documentation/SG ASL Beauty 2024-2-24 CC.mp4
BREAKINGIN2024720,media/SG ASL Dictionary/ASL B/SG ASL Breaking In 2024-7-20 Upload/Documentation/SG ASL Breaking In 2024-7-20 CC.mp4
BISHOPVARIANT2024425,media/SG ASL Dictionary/ASL B/SG ASL Bishop Variant 2024-4-25 Upload/Documentation/SG ASL Bishop Variant 2024-4-25 CC.mp4
BOOKSTORE,media/SG ASL Dictionary/ASL B/SG ASL Bookstore 1 2024-6-12 Upload/Documentation/SG ASL Bookstore 1 2024-6-12 CC.mp4
BREEZY,media/SG ASL Dictionary/ASL B/SG ASL Breezy 2 2024-7-25 Upload/Documentation/SG ASL Breezy 2 2024-7-25 CC.mp4
BUZZER202495,media/SG ASL Dictionary/ASL B/SG ASL Buzzer 2024-9-5 Upload/Documentation/SG ASL Buzzer 2024-9-5 CC.mp4
BREACHVARIANT,media/SG ASL Dictionary/ASL B/SG ASL Breach Variant 2 2024-7-14 Upload/Documentation/SG ASL Breach Variant 2 2024-7-14 CC.mp4
BAPTISM(OTHER)202419,media/SG ASL Dictionary/ASL B/SG ASL Baptism (Other) 2024-1-9 Upload/Documentation/SG ASL Baptism (Other) 2024-1-9 CC.mp4
BANG(ALT)202413,media/SG ASL Dictionary/ASL B/SG ASL Bang (Alt) 2024-1-3 Upload/Documentation/SG ASL Bang (Alt) 2024-1-3 CC.mp4
BUCKETCOMBINED,media/SG ASL Dictionary/ASL B/SG ASL Bucket Combined 1 2024-8-11 Upload/Documentation/SG ASL Bucket Combined 1 2024-8-11 CC.mp4
BLINDVARIANT202459,media/SG ASL Dictionary/ASL B/SG ASL Blind Variant 2024-5-9 Upload/Documentation/SG ASL Blind Variant 2024-5-9 CC.mp4
BROAD,media/SG ASL Dictionary/ASL B/SG ASL Broad 2 2024-8-1 Upload/Documentation/SG ASL Broad 2 2024-8-1 CC.mp4
BELONG2024318,media/SG ASL Dictionary/ASL B/SG ASL Belong 2024-3-18 Upload/Documentation/SG ASL Belong 2024-3-18 CC.mp4
BILLBOARD2024416,media/SG ASL Dictionary/ASL B/SG ASL Billboard 2024-4-16 Upload/Documentation/SG ASL Billboard 2024-4-16 CC.mp4
BARTER,media/SG ASL Dictionary/ASL B/SG ASL Barter 2 2024-1-18 Upload/Documentation/SG ASL Barter 2 2024-1-18 CC.mp4
BOTTOMBELOWALT,media/SG ASL Dictionary/ASL B/SG ASL Bottom Below Alt 2 2024-6-26 Upload/Documentation/SG ASL Bottom Below Alt 2 2024-6-26 CC.mp4
BLUEPRINT2024524,media/SG ASL Dictionary/ASL B/SG ASL Blueprint 2024-5-24 Upload/Documentation/SG ASL Blueprint 2024-5-24 CC.mp4
BOLOTIE202464,media/SG ASL Dictionary/ASL B/SG ASL Bolo Tie 2024-6-4 Upload/Documentation/SG ASL Bolo Tie 2024-6-4 CC.mp4
BANDMUSIC(VARIANTEXTENDED)20231231,media/SG ASL Dictionary/ASL B/SG ASL Band Music (Variant Extended) 2023-12-31 Upload/Documentation/SG ASL Band Music (Variant Extended) 2023-12-31 CC.mp4
BRAZIL2024715,media/SG ASL Dictionary/ASL B/SG ASL Brazil 2024-7-15 Upload/Documentation/SG ASL Brazil 2024-7-15 CC.mp4
BENGLADESH,media/SG ASL Dictionary/ASL B/SG ASL Bengladesh 4 2024-4-1 Upload/Documentation/SG ASL Bengladesh 4 2024-4-1 CC.mp4
BUTTER202494,media/SG ASL Dictionary/ASL B/SG ASL Butter 2024-9-4 Upload/Documentation/SG ASL Butter 2024-9-4 CC.mp4
BROWSINGALT202488,media/SG ASL Dictionary/ASL B/SG ASL Browsing Alt 2024-8-8 Upload/Documentation/SG ASL Browsing Alt 2024-8-8 CC.mp4
BILLDOLLAR(ALT)2024415,media/SG ASL Dictionary/ASL B/SG ASL Bill Dollar (Alt) 2024-4-15 Upload/Documentation/SG ASL Bill Dollar (Alt) 2024-4-15 CC.mp4
BANKRUPT(SADALT)202415,media/SG ASL Dictionary/ASL B/SG ASL Bankrupt (Sad Alt) 2024-1-5 Upload/Documentation/SG ASL Bankrupt (Sad Alt) 2024-1-5 CC.mp4
BAROMETER,media/SG ASL Dictionary/ASL B/SG ASL Barometer 1 2024-1-16 Upload/Documentation/SG ASL Barometer 1 2024-1-16 CC.mp4
BACKLIGHT,media/SG ASL Dictionary/ASL B/SG ASL Backlight 1 2023-12-6 Upload/Documentation/SG ASL Backlight 1 2023-12-6 CC.mp4
BOTTOMBUTT2024626,media/SG ASL Dictionary/ASL B/SG ASL Bottom Butt 2024-6-26 Upload/Documentation/SG ASL Bottom Butt 2024-6-26 CC.mp4
BESEATED2024212,media/SG ASL Dictionary/ASL B/SG ASL Be Seated 2024-2-12 Upload/Documentation/SG ASL Be Seated 2024-2-12 CC.mp4
BLOOM2024519,media/SG ASL Dictionary/ASL B/SG ASL Bloom 2024-5-19 Upload/Documentation/SG ASL Bloom 2024-5-19 CC.mp4
BILLIARD(ALT)2024417,media/SG ASL Dictionary/ASL B/SG ASL Billiard (Alt) 2024-4-17 Upload/Documentation/SG ASL Billiard (Alt) 2024-4-17 CC.mp4
BOTHER2024625,media/SG ASL Dictionary/ASL B/SG ASL Bother 2024-6-25 Upload/Documentation/SG ASL Bother 2024-6-25 CC.mp4
BUY,media/SG ASL Dictionary/ASL B/SG ASL Buy 2 2024-9-5 Upload/Documentation/SG ASL Buy 2 2024-9-5 CC.mp4
BOWLINGBALLALT202472,media/SG ASL Dictionary/ASL B/SG ASL Bowling Ball Alt 2024-7-2 Upload/Documentation/SG ASL Bowling Ball Alt 2024-7-2 CC.mp4
BEGINNER2024311,media/SG ASL Dictionary/ASL B/SG ASL Beginner 2024-3-11 Upload/Documentation/SG ASL Beginner 2024-3-11 CC.mp4
BAIRDCHUCK,"media/SG ASL Dictionary/ASL B/SG ASL Baird, Chuck 2 2023-12-17 Upload/Documentation/SG ASL Baird, Chuck 2 2023-12-17 CC.mp4"
BULLY2024815,media/SG ASL Dictionary/ASL B/SG ASL Bully 2024-8-15 Upload/Documentation/SG ASL Bully 2024-8-15 CC.mp4
BIOLOGICALFATHER2024422,media/SG ASL Dictionary/ASL B/SG ASL Biological Father 2024-4-22 Upload/Documentation/SG ASL Biological Father 2024-4-22 CC.mp4
BOXINGALT202473,media/SG ASL Dictionary/ASL B/SG ASL Boxing Alt 2024-7-3 Upload/Documentation/SG ASL Boxing Alt 2024-7-3 CC.mp4
BILLIARD,media/SG ASL Dictionary/ASL B/SG ASL Billiard 1 2024-4-17 Upload/Documentation/SG ASL Billiard 1 2024-4-17 CC.mp4
BANDMUSIC(VARIANT)20231231,media/SG ASL Dictionary/ASL B/SG ASL Band Music (Variant) 2023-12-31 Upload/Documentation/SG ASL Band Music (Variant) 2023-12-31 CC.mp4
BLENDALT,media/SG ASL Dictionary/ASL B/SG ASL Blend Alt 2 2024-5-7 Upload/Documentation/SG ASL Blend Alt 2 2024-5-7 CC.mp4
BATTERY(ALT)202427,media/SG ASL Dictionary/ASL B/SG ASL Battery (Alt) 2024-2-7 Upload/Documentation/SG ASL Battery (Alt) 2024-2-7 CC.mp4
BROWNALT202485,media/SG ASL Dictionary/ASL B/SG ASL Brown Alt 2024-8-5 Upload/Documentation/SG ASL Brown Alt 2024-8-5 CC.mp4
BASEBALLPITCHER2024121,media/SG ASL Dictionary/ASL B/SG ASL Baseball Pitcher 2024-1-21 Upload/Documentation/SG ASL Baseball Pitcher 2024-1-21 CC.mp4
BARK,media/SG ASL Dictionary/ASL B/SG ASL Bark 2 2024-1-14 Upload/Documentation/SG ASL Bark 2 2024-1-14 CC.mp4
BOWSALUTEDOWN202471,media/SG ASL Dictionary/ASL B/SG ASL Bow Salute Down 2024-7-1 Upload/Documentation/SG ASL Bow Salute Down 2024-7-1 CC.mp4
BEFORE(LOCATION),media/SG ASL Dictionary/ASL B/SG ASL Before (Location) 1 2024-3-7 Upload/Documentation/SG ASL Before (Location) 1 2024-3-7 CC.mp4
BOOKKEEPING,media/SG ASL Dictionary/ASL B/SG ASL Bookkeeping 1 2024-6-10 Upload/Documentation/SG ASL Bookkeeping 1 2024-6-10 CC.mp4
BROWSING2024810,media/SG ASL Dictionary/ASL B/SG ASL Browsing 2024-8-10 Upload/Documentation/SG ASL Browsing 2024-8-10 CC.mp4
BADGE(NAMETAG)20231213,media/SG ASL Dictionary/ASL B/SG ASL Badge (Name tag) 2023-12-13 Upload/Documentation/SG ASL Badge (Name tag) 2023-12-13 CC.mp4
BALK20231218,media/SG ASL Dictionary/ASL B/SG ASL Balk 2023-12-18 Upload/Documentation/SG ASL Balk 2023-12-18 CC.mp4
BROWNSUGAR202486,media/SG ASL Dictionary/ASL B/SG ASL Brown Sugar 2024-8-6 Upload/Documentation/SG ASL Brown Sugar 2024-8-6 CC.mp4
BUDDHA,media/SG ASL Dictionary/ASL B/SG ASL Buddha 2 2024-8-12 Upload/Documentation/SG ASL Buddha 2 2024-8-12 CC.mp4
BELOW(VARIANT),media/SG ASL Dictionary/ASL B/SG ASL Below (Variant) 1 2024-3-20 Upload/Documentation/SG ASL Below (Variant) 1 2024-3-20 CC.mp4
BEG,media/SG ASL Dictionary/ASL B/SG ASL Beg 2 Handed 1 2024-3-10 Upload/Documentation/SG ASL Beg 2 Handed 1 2024-3-10 CC.mp4
BRIGHT,media/SG ASL Dictionary/ASL B/SG ASL Bright 1 2024-7-27 Upload/Documentation/SG ASL Bright 1 2024-7-27 CC.mp4
BOARDGAMEVARIANT2024530,media/SG ASL Dictionary/ASL B/SG ASL Boardgame Variant 2024-5-30 Upload/Documentation/SG ASL Boardgame Variant 2024-5-30 CC.mp4
BROWLINER202485,media/SG ASL Dictionary/ASL B/SG ASL Brow Liner 2024-8-5 Upload/Documentation/SG ASL Brow Liner 2024-8-5 CC.mp4
BASEON,media/SG ASL Dictionary/ASL B/SG ASL Base on 3 2024-1-18 Upload/Documentation/SG ASL Base on 3 2024-1-18 CC.mp4
BRAID,media/SG ASL Dictionary/ASL B/SG ASL Braid 1 2024-7-7 Upload/Documentation/SG ASL Braid 1 2024-7-7 CC.mp4
BLOODBATH,media/SG ASL Dictionary/ASL B/SG ASL Bloodbath 1 2024-5-18 Upload/Documentation/SG ASL Bloodbath 1 2024-5-18 CC.mp4
BELGIUM,media/SG ASL Dictionary/ASL B/SG ASL Belgium 1 2024-3-16 Upload/Documentation/SG ASL Belgium 1 2024-3-16 CC.mp4
BATTLE2024210,media/SG ASL Dictionary/ASL B/SG ASL Battle 2024-2-10 Upload/Documentation/SG ASL Battle 2024-2-10 CC.mp4
BBQ,media/SG ASL Dictionary/ASL B/SG ASL BBQ 2 2024-2-12 Upload/Documentation/SG ASL BBQ 2 2024-2-12 CC.mp4
BASEBALL,media/SG ASL Dictionary/ASL B/SG ASL Baseball 2 2024-1-19 Upload/Documentation/SG ASL Baseball 2 2024-1-19 CC.mp4
BANGKOK202414,media/SG ASL Dictionary/ASL B/SG ASL Bangkok 2024-1-4 Upload/Documentation/SG ASL Bangkok 2024-1-4 CC.mp4
BANNER202417,media/SG ASL Dictionary/ASL B/SG ASL Banner 2024-1-7 Upload/Documentation/SG ASL Banner 2024-1-7 CC.mp4
BUNT2024820,media/SG ASL Dictionary/ASL B/SG ASL Bunt 2024-8-20 Upload/Documentation/SG ASL Bunt 2024-8-20 CC.mp4
BARBER2024112,media/SG ASL Dictionary/ASL B/SG ASL Barber 2024-1-12 Upload/Documentation/SG ASL Barber 2024-1-12 CC.mp4
BALCONY,media/SG ASL Dictionary/ASL B/SG ASL Balcony 1 2023-12-18 Upload/Documentation/SG ASL Balcony 1 2023-12-18 CC.mp4
BEFUDDLE,media/SG ASL Dictionary/ASL B/SG ASL Befuddle 1 2024-3-9 Upload/Documentation/SG ASL Befuddle 1 2024-3-9 CC.mp4
BACKUP(ALT),media/SG ASL Dictionary/ASL B/SG ASL Back Up (Alt) 2 2023-12-1 Upload/Documentation/SG ASL Back Up (Alt) 2 2023-12-1 CC.mp4
BONDVARIANT202467,media/SG ASL Dictionary/ASL B/SG ASL Bond Variant 2024-6-7 Upload/Documentation/SG ASL Bond Variant 2024-6-7 CC.mp4
BEDLAM,media/SG ASL Dictionary/ASL B/SG ASL Bedlam 3 2024-2-27 Upload/Documentation/SG ASL Bedlam 3 2024-2-27 CC.mp4
BLOUSE2024520,media/SG ASL Dictionary/ASL B/SG ASL Blouse 2024-5-20 Upload/Documentation/SG ASL Blouse 2024-5-20 CC.mp4
BATHROOM(ALT),media/SG ASL Dictionary/ASL B/SG ASL Bathroom (Alt) 2 2024-2-4 Upload/Documentation/SG ASL Bathroom (Alt) 2 2024-2-4 CC.mp4
BESEECH,media/SG ASL Dictionary/ASL B/SG ASL Beseech 2 2024-3-31 Upload/Documentation/SG ASL Beseech 2 2024-3-31 CC.mp4
BLINDFOLD,media/SG ASL Dictionary/ASL B/SG ASL Blindfold 2 2024-5-9 Upload/Documentation/SG ASL Blindfold 2 2024-5-9 CC.mp4
BIZARRE2024427,media/SG ASL Dictionary/ASL B/SG ASL Bizarre 2024-4-27 Upload/Documentation/SG ASL Bizarre 2024-4-27 CC.mp4
BOREANOTHER2024620,media/SG ASL Dictionary/ASL B/SG ASL Bore Another 2024-6-20 Upload/Documentation/SG ASL Bore Another 2024-6-20 CC.mp4
BADMANNERED,media/SG ASL Dictionary/ASL B/SG ASL Bad Mannered 3 2023-12-12 Upload/Documentation/SG ASL Bad Mannered 3 2023-12-12 CC.mp4
BALLCAP,media/SG ASL Dictionary/ASL B/SG ASL Ball Cap 1 2023-12-19 Upload/Documentation/SG ASL Ball Cap 1 2023-12-19 CC.mp4
BRINK2024731,media/SG ASL Dictionary/ASL B/SG ASL Brink 2024-7-31 Upload/Documentation/SG ASL Brink 2024-7-31 CC.mp4
BARRAGE(REQUESTS),media/SG ASL Dictionary/ASL B/SG ASL Barrage (Requests) 2 2024-1-17 Upload/Documentation/SG ASL Barrage (Requests) 2 2024-1-17 CC.mp4
BALD,media/SG ASL Dictionary/ASL B/SG ASL Bald 2 2023-12-18 Upload/Documentation/SG ASL Bald 2 2023-12-18 CC.mp4
BEHIND(ALT),media/SG ASL Dictionary/ASL B/SG ASL Behind (Alt) 1 2024-3-12 Upload/Documentation/SG ASL Behind (Alt) 1 2024-3-12 CC.mp4
BULLYALT2024814,media/SG ASL Dictionary/ASL B/SG ASL Bully Alt 2024-8-14 Upload/Documentation/SG ASL Bully Alt 2024-8-14 CC.mp4
BACKPAY,media/SG ASL Dictionary/ASL B/SG ASL Backpay 2 2023-12-8 Upload/Documentation/SG ASL Backpay 2 2023-12-8 CC.mp4
BLACKOUT,media/SG ASL Dictionary/ASL B/SG ASL Black Out 1 2024-4-29 Upload/Documentation/SG ASL Black Out 1 2024-4-29 CC.mp4
BOGUS202463,media/SG ASL Dictionary/ASL B/SG ASL Bogus 2024-6-3 Upload/Documentation/SG ASL Bogus 2024-6-3 CC.mp4
BUTTON202488,media/SG ASL Dictionary/ASL B/SG ASL Button 2024-8-8 Upload/Documentation/SG ASL Button 2024-8-8 CC.mp4
BITTERTASTE,media/SG ASL Dictionary/ASL B/SG ASL Bitter Taste 2 2024-4-27 Upload/Documentation/SG ASL Bitter Taste 2 2024-4-27 CC.mp4
BOXING202474,media/SG ASL Dictionary/ASL B/SG ASL Boxing 2024-7-4 Upload/Documentation/SG ASL Boxing 2024-7-4 CC.mp4
BOWTIEALT,media/SG ASL Dictionary/ASL B/SG ASL Bowtie Alt 2 2024-7-3 Upload/Documentation/SG ASL Bowtie Alt 2 2024-7-3 CC.mp4
BELONGTOME2024318,media/SG ASL Dictionary/ASL B/SG ASL Belong to Me 2024-3-18 Upload/Documentation/SG ASL Belong to Me 2024-3-18 CC.mp4
BEAR(SUPPORT),media/SG ASL Dictionary/ASL B/SG ASL Bear (Support) 2 2024-2-18 Upload/Documentation/SG ASL Bear (Support) 2 2024-2-18 CC.mp4
BOTTLENECKALT2024625,media/SG ASL Dictionary/ASL B/SG ASL Bottle Neck Alt 2024-6-25 Upload/Documentation/SG ASL Bottle Neck Alt 2024-6-25 CC.mp4
BIGWIDE(ALT)2024414,media/SG ASL Dictionary/ASL B/SG ASL Big Wide (Alt) 2024-4-14 Upload/Documentation/SG ASL Big Wide (Alt) 2024-4-14 CC.mp4
BACKGROUND(EXPERIENCE)2023125,media/SG ASL Dictionary/ASL B/SG ASL Background (Experience) 2023-12-5 Upload/Documentation/SG ASL Background (Experience) 2023-12-5 CC.mp4
BANDIT,media/SG ASL Dictionary/ASL B/SG ASL Bandit 2 2024-1-3 Upload/Documentation/SG ASL Bandit 2 2024-1-3 CC.mp4
BUDDHISM2024812,media/SG ASL Dictionary/ASL B/SG ASL Buddhism 2024-8-12 Upload/Documentation/SG ASL Buddhism 2024-8-12 CC.mp4
BEERBELLY202434,media/SG ASL Dictionary/ASL B/SG ASL Beer Belly 2024-3-4 Upload/Documentation/SG ASL Beer Belly 2024-3-4 CC.mp4
BOWSALUTEEXTENDED202472,media/SG ASL Dictionary/ASL B/SG ASL Bow Salute Extended 2024-7-2 Upload/Documentation/SG ASL Bow Salute Extended 2024-7-2 CC.mp4
BACKAWAY2023125,media/SG ASL Dictionary/ASL B/SG ASL Back Away 2023-12-5 Upload/Documentation/SG ASL Back Away 2023-12-5 CC.mp4
BENEDICTION(EXTENDED)2024325,media/SG ASL Dictionary/ASL B/SG ASL Benediction (Extended) 2024-3-25 Upload/Documentation/SG ASL Benediction (Extended) 2024-3-25 CC.mp4
BLANKMINDED202455,media/SG ASL Dictionary/ASL B/SG ASL Blankminded 2024-5-5 Upload/Documentation/SG ASL Blankminded 2024-5-5 CC.mp4
BENEATH2024325,media/SG ASL Dictionary/ASL B/SG ASL Beneath 2024-3-25 Upload/Documentation/SG ASL Beneath 2024-3-25 CC.mp4
BLOUSEALT2024520,media/SG ASL Dictionary/ASL B/SG ASL Blouse Alt 2024-5-20 Upload/Documentation/SG ASL Blouse Alt 2024-5-20 CC.mp4
BOREVARIANT2024620,media/SG ASL Dictionary/ASL B/SG ASL Bore Variant 2024-6-20 Upload/Documentation/SG ASL Bore Variant 2024-6-20 CC.mp4
BRIMFUL,media/SG ASL Dictionary/ASL B/SG ASL Brimful 2 2024-7-28 Upload/Documentation/SG ASL Brimful 2 2024-7-28 CC.mp4
BALLOT,media/SG ASL Dictionary/ASL B/SG ASL Ballot 1 2023-12-20 Upload/Documentation/SG ASL Ballot 1 2023-12-20 CC.mp4
BOWLING202473,media/SG ASL Dictionary/ASL B/SG ASL Bowling 2024-7-3 Upload/Documentation/SG ASL Bowling 2024-7-3 CC.mp4
BOWSALUTEDOWNEXTENDED202471,media/SG ASL Dictionary/ASL B/SG ASL Bow Salute Down Extended 2024-7-1 Upload/Documentation/SG ASL Bow Salute Down Extended 2024-7-1 CC.mp4
BANDMUSIC(OTHERVARIANT)20231230,media/SG ASL Dictionary/ASL B/SG ASL Band Music (Other Variant) 2023-12-30 Upload/Documentation/SG ASL Band Music (Other Variant) 2023-12-30 CC.mp4
BABYSIT,media/SG ASL Dictionary/ASL B/SG ASL Babysit 2 2023-11-27 Upload/Documentation/SG ASL Babysit 2 2023-11-27 CC.mp4
BACHELORETTE,media/SG ASL Dictionary/ASL B/SG ASL Bachelorette 2 2023-11-29 Upload/Documentation/SG ASL Bachelorette 2 2023-11-29 CC.mp4
BLIZZARDALT,media/SG ASL Dictionary/ASL B/SG ASL Blizzard Alt 2 2024-5-12 Upload/Documentation/SG ASL Blizzard Alt 2 2024-5-12 CC.mp4
BACKOUT(ALT),media/SG ASL Dictionary/ASL B/SG ASL Back Out (Alt) 1 2023-12-1 Upload/Documentation/SG ASL Back Out (Alt) 1 2023-12-1 CC.mp4
BALLISTIC,media/SG ASL Dictionary/ASL B/SG ASL Ballistic 1 2023-12-19 Upload/Documentation/SG ASL Ballistic 1 2023-12-19 CC.mp4
BRIBE2024726,media/SG ASL Dictionary/ASL B/SG ASL Bribe 2024-7-26 Upload/Documentation/SG ASL Bribe 2024-7-26 CC.mp4
BORNALT2024621,media/SG ASL Dictionary/ASL B/SG ASL Born Alt 2024-6-21 Upload/Documentation/SG ASL Born Alt 2024-6-21 CC.mp4
BIODIVERSITY2024422,media/SG ASL Dictionary/ASL B/SG ASL Bio Diversity 2024-4-22 Upload/Documentation/SG ASL Bio Diversity 2024-4-22 CC.mp4
BOOKSHELVES2024612,media/SG ASL Dictionary/ASL B/SG ASL Bookshelves 2024-6-12 Upload/Documentation/SG ASL Bookshelves 2024-6-12 CC.mp4
BLANKETALT202454,media/SG ASL Dictionary/ASL B/SG ASL Blanket Alt 2024-5-4 Upload/Documentation/SG ASL Blanket Alt 2024-5-4 CC.mp4
BARMITZVAH,media/SG ASL Dictionary/ASL B/SG ASL Bar Mitzvah 3 2024-1-11 Upload/Documentation/SG ASL Bar Mitzvah 3 2024-1-11 CC.mp4
BEE,media/SG ASL Dictionary/ASL B/SG ASL Bee 3 2024-3-2 Upload/Documentation/SG ASL Bee 3 2024-3-2 CC.mp4
BEHIND(LATE)2024312,media/SG ASL Dictionary/ASL B/SG ASL Behind (Late) 2024-3-12 Upload/Documentation/SG ASL Behind (Late) 2024-3-12 CC.mp4
BANGUP(ALT),media/SG ASL Dictionary/ASL B/SG ASL Bang Up (Alt) 3 2024-1-4 Upload/Documentation/SG ASL Bang Up (Alt) 3 2024-1-4 CC.mp4
BOMBER,media/SG ASL Dictionary/ASL B/SG ASL Bomber 2 2024-6-5 Upload/Documentation/SG ASL Bomber 2 2024-6-5 CC.mp4
BETWEENMEANDTHEM202446,media/SG ASL Dictionary/ASL B/SG ASL Between Me and Them 2024-4-6 Upload/Documentation/SG ASL Between Me and Them 2024-4-6 CC.mp4
BARREN,media/SG ASL Dictionary/ASL B/SG ASL Barren 3 2024-1-17 Upload/Documentation/SG ASL Barren 3 2024-1-17 CC.mp4
BINOCULAR,media/SG ASL Dictionary/ASL B/SG ASL Binocular 2 2024-4-22 Upload/Documentation/SG ASL Binocular 2 2024-4-22 CC.mp4
BASKETBALL(ALT)2024125,media/SG ASL Dictionary/ASL B/SG ASL Basketball (Alt) 2024-1-25 Upload/Documentation/SG ASL Basketball (Alt) 2024-1-25 CC.mp4
BEHEAD,media/SG ASL Dictionary/ASL B/SG ASL Behead 1 2024-3-12 Upload/Documentation/SG ASL Behead 1 2024-3-12 CC.mp4
BLACKALT2024428,media/SG ASL Dictionary/ASL B/SG ASL Black Alt 2024-4-28 Upload/Documentation/SG ASL Black Alt 2024-4-28 CC.mp4
BALL(ALT)20231218,media/SG ASL Dictionary/ASL B/SG ASL Ball (Alt) 2023-12-18 Upload/Documentation/SG ASL Ball (Alt) 2023-12-18 CC.mp4
BRITAIN,media/SG ASL Dictionary/ASL B/SG ASL Britain 1 2024-7-31 Upload/Documentation/SG ASL Britain 1 2024-7-31 CC.mp4
BINGEDRINK,media/SG ASL Dictionary/ASL B/SG ASL Binge Drink 3 2024-4-20 Upload/Documentation/SG ASL Binge Drink 3 2024-4-20 CC.mp4
BUSINESSALT202492,media/SG ASL Dictionary/ASL B/SG ASL Business Alt 2024-9-2 Upload/Documentation/SG ASL Business Alt 2024-9-2 CC.mp4
BILLOWING2024415,media/SG ASL Dictionary/ASL B/SG ASL Bill Owing 2024-4-15 Upload/Documentation/SG ASL Bill Owing 2024-4-15 CC.mp4
BEER(ALT)202434,media/SG ASL Dictionary/ASL B/SG ASL Beer (Alt) 2024-3-4 Upload/Documentation/SG ASL Beer (Alt) 2024-3-4 CC.mp4
BEAR(ANIMAL),media/SG ASL Dictionary/ASL B/SG ASL Bear (Animal) 2 2024-2-16 Upload/Documentation/SG ASL Bear (Animal) 2 2024-2-16 CC.mp4
BLUSTERYALT2024529,media/SG ASL Dictionary/ASL B/SG ASL Blustery Alt 2024-5-29 Upload/Documentation/SG ASL Blustery Alt 2024-5-29 CC.mp4
BORNAGAINCHRISTIAN2024621,media/SG ASL Dictionary/ASL B/SG ASL Born Again Christian 2024-6-21 Upload/Documentation/SG ASL Born Again Christian 2024-6-21 CC.mp4
BUMP2024818,media/SG ASL Dictionary/ASL B/SG ASL Bump 2024-8-18 Upload/Documentation/SG ASL Bump 2024-8-18 CC.mp4
BOARDROOM2024530,media/SG ASL Dictionary/ASL B/SG ASL Board Room 2024-5-30 Upload/Documentation/SG ASL Board Room 2024-5-30 CC.mp4
BEFORE(EARLIER),media/SG ASL Dictionary/ASL B/SG ASL Before (Earlier) 1 2024-3-7 Upload/Documentation/SG ASL Before (Earlier) 1 2024-3-7 CC.mp4
BRIEF2024727,media/SG ASL Dictionary/ASL B/SG ASL Brief 2024-7-27 Upload/Documentation/SG ASL Brief 2024-7-27 CC.mp4
BLUNDEREXTENDED2024524,media/SG ASL Dictionary/ASL B/SG ASL Blunder Extended 2024-5-24 Upload/Documentation/SG ASL Blunder Extended 2024-5-24 CC.mp4
BEAM(HEADLIGHT)2024214,media/SG ASL Dictionary/ASL B/SG ASL Beam (Headlight) 2024-2-14 Upload/Documentation/SG ASL Beam (Headlight) 2024-2-14 CC.mp4
BETWEEN202446,media/SG ASL Dictionary/ASL B/SG ASL Between 2024-4-6 Upload/Documentation/SG ASL Between 2024-4-6 CC.mp4
BROTHERCATHOLIC,media/SG ASL Dictionary/ASL B/SG ASL Brother Catholic 2 2024-8-4 Upload/Documentation/SG ASL Brother Catholic 2 2024-8-4 CC.mp4
BUSTARRESTALT202492,media/SG ASL Dictionary/ASL B/SG ASL Bust Arrest Alt 2024-9-2 Upload/Documentation/SG ASL Bust Arrest Alt 2024-9-2 CC.mp4
BUTTONVARIANT202495,media/SG ASL Dictionary/ASL B/SG ASL Button Variant 2024-9-5 Upload/Documentation/SG ASL Button Variant 2024-9-5 CC.mp4
BATCH,media/SG ASL Dictionary/ASL B/SG ASL Batch 2 Handed 2024-2-1 Upload/Documentation/SG ASL Batch 2 Handed 2024-2-1 CC.mp4
BEDRIDDEN,media/SG ASL Dictionary/ASL B/SG ASL Bedridden 2 2024-2-27 Upload/Documentation/SG ASL Bedridden 2 2024-2-27 CC.mp4
BRACESALT202476,media/SG ASL Dictionary/ASL B/SG ASL Braces Alt 2024-7-6 Upload/Documentation/SG ASL Braces Alt 2024-7-6 CC.mp4
BABYSIT(ALT),media/SG ASL Dictionary/ASL B/SG ASL Babysit (Alt) 1 2023-11-26 Upload/Documentation/SG ASL Babysit (Alt) 1 2023-11-26 CC.mp4
BIOLOGICALMOTHER,media/SG ASL Dictionary/ASL B/SG ASL Biological Mother 2 2024-4-22 Upload/Documentation/SG ASL Biological Mother 2 2024-4-22 CC.mp4
BROKEOBJECT202482,media/SG ASL Dictionary/ASL B/SG ASL Broke Object 2024-8-2 Upload/Documentation/SG ASL Broke Object 2024-8-2 CC.mp4
BEIGE,media/SG ASL Dictionary/ASL B/SG ASL Beige 1 2024-3-14 Upload/Documentation/SG ASL Beige 1 2024-3-14 CC.mp4
BEEFY,media/SG ASL Dictionary/ASL B/SG ASL Beefy 1 2024-3-2 Upload/Documentation/SG ASL Beefy 1 2024-3-2 CC.mp4
BARRIER2024118,media/SG ASL Dictionary/ASL B/SG ASL Barrier 2024-1-18 Upload/Documentation/SG ASL Barrier 2024-1-18 CC.mp4
BECKON(ALT)2024225,media/SG ASL Dictionary/ASL B/SG ASL Beckon (Alt) 2024-2-25 Upload/Documentation/SG ASL Beckon (Alt) 2024-2-25 CC.mp4
